"PinCode","Year","State","Population","Crime Rate"
"AL00500","1969","Baldwin, AL","154","8"
"AL00500","1970","Baldwin, AL","151","9"
"AL00500","1971","Baldwin, AL","154","10"
"AL00500","1972","Baldwin, AL","177","6"
"AL00500","1973","Baldwin, AL","150","10"
"AL00500","1976","Baldwin, AL","169","6"
"AL00500","1977","Baldwin, AL","177","10"
"AL00500","1978","Baldwin, AL","173","3"
"AL00500","1979","Baldwin, AL","161","4"
"AL00500","1980","Baldwin, AL","155","6"
"AL00500","1981","Baldwin, AL","172","9"
"AL00500","1982","Baldwin, AL","154","5"
"AL00500","1983","Baldwin, AL","175","6"
"AL00500","1984","Baldwin, AL","172","2"
"AL00500","1985","Baldwin, AL","176","9"
"AL00500","1986","Baldwin, AL","151","4"
"AL00500","1987","Baldwin, AL","163","7"
"AL00500","1988","Baldwin, AL","176","8"
"AL00500","1989","Baldwin, AL","166","8"
"AL00500","1990","Baldwin, AL","178","6"
"AL00500","1991","Baldwin, AL","153","2"
"AL00500","1992","Baldwin, AL","170","10"
"AL00500","1994","Baldwin, AL","170","3"
"AL00500","1995","Baldwin, AL","163","8"
"AL00500","1996","Baldwin, AL","161","5"
"AL00500","1997","Baldwin, AL","162","6"
"AL00500","1998","Baldwin, AL","175","10"
"AL00500","1999","Baldwin, AL","153","7"
"AL00500","2008","Baldwin, AL","153","5"
"AL00500","2009","Baldwin, AL","174","8"
"AL00500","2012","Baldwin, AL","174","6"
"AL00500","2016","Baldwin, AL","178","4"
"AL00500","2017","Baldwin, AL","160","7"
"AL00501","1977","Baldwin, AL","172","3"
"AL00501","1983","Baldwin, AL","177","6"
"AL00501","1985","Baldwin, AL","171","4"
"AL00501","1986","Baldwin, AL","161","9"
"AL00501","1987","Baldwin, AL","160","7"
"AL00501","1988","Baldwin, AL","172","10"
"AL00501","1990","Baldwin, AL","166","8"
"AL00501","1991","Baldwin, AL","166","3"
"AL00501","1993","Baldwin, AL","174","10"
"AL00501","1995","Baldwin, AL","174","8"
"AL00501","1996","Baldwin, AL","154","2"
"AL00501","2003","Baldwin, AL","173","8"
"AL00501","2004","Baldwin, AL","155","6"
"AL00501","2007","Baldwin, AL","155","10"
"AL00501","2012","Baldwin, AL","166","4"
"AL00501","2016","Baldwin, AL","154","9"
"AL00501","2017","Baldwin, AL","154","10"
"AL00502","1975","Baldwin, AL","163","8"
"AL00502","1976","Baldwin, AL","154","8"
"AL00502","1982","Baldwin, AL","176","10"
"AL00502","1985","Baldwin, AL","152","4"
"AL00502","1987","Baldwin, AL","161","10"
"AL00502","1993","Baldwin, AL","173","7"
"AL00502","1997","Baldwin, AL","164","9"
"AL00502","1998","Baldwin, AL","174","10"
"AL00502","2005","Baldwin, AL","154","3"
"AL00502","2009","Baldwin, AL","174","2"
"AL00502","2010","Baldwin, AL","165","10"
"AL00502","2011","Baldwin, AL","164","3"
"AL00502","2012","Baldwin, AL","152","10"
"AL00503","1977","Baldwin, AL","170","7"
"AL00503","1978","Baldwin, AL","163","9"
"AL00503","1979","Baldwin, AL","175","9"
"AL00503","1984","Baldwin, AL","173","5"
"AL00503","1987","Baldwin, AL","156","6"
"AL00503","1990","Baldwin, AL","176","10"
"AL00503","1993","Baldwin, AL","154","9"
"AL00503","1994","Baldwin, AL","175","10"
"AL00503","1995","Baldwin, AL","170","8"
"AL00503","1996","Baldwin, AL","161","7"
"AL00503","1997","Baldwin, AL","177","5"
"AL00503","1999","Baldwin, AL","158","2"
"AL00503","2001","Baldwin, AL","157","7"
"AL00503","2002","Baldwin, AL","176","3"
"AL00503","2007","Baldwin, AL","155","2"
"AL00503","2009","Baldwin, AL","168","3"
"AL00503","2014","Baldwin, AL","178","9"
"AL00504","1986","Baldwin, AL","156","9"
"AL00504","1994","Baldwin, AL","151","10"
"AL00504","2000","Baldwin, AL","153","10"
"AL00504","2002","Baldwin, AL","158","8"
"AL00504","2005","Baldwin, AL","167","2"
"AL00504","2007","Baldwin, AL","163","2"
"AL00504","2008","Baldwin, AL","152","4"
"AL00504","2010","Baldwin, AL","156","9"
"AL00504","2014","Baldwin, AL","159","10"
"AL00504","2017","Baldwin, AL","168","2"
"AL00505","1980","Baldwin, AL","156","3"
"AL00505","1982","Baldwin, AL","178","8"
"AL00505","1993","Baldwin, AL","172","8"
"AL00505","2007","Baldwin, AL","180","3"
"AL00505","2008","Baldwin, AL","177","4"
"AL00505","2009","Baldwin, AL","180","10"
"AL00505","2010","Baldwin, AL","180","9"
"AL00506","2007","Baldwin, AL","168","9"
"AL00506","2017","Baldwin, AL","172","3"
"AL00507","1986","Baldwin, AL","155","6"
"AL00508","1976","Baldwin, AL","180","7"
"AL00508","1978","Baldwin, AL","153","10"
"AL00508","1979","Baldwin, AL","177","3"
"AL00508","1980","Baldwin, AL","159","10"
"AL00508","1981","Baldwin, AL","177","4"
"AL00508","1983","Baldwin, AL","169","2"
"AL00508","1984","Baldwin, AL","166","4"
"AL00508","1985","Baldwin, AL","155","6"
"AL00508","1995","Baldwin, AL","171","4"
"AL00508","2002","Baldwin, AL","172","4"
"AL00508","2003","Baldwin, AL","173","7"
"AL00508","2005","Baldwin, AL","154","4"
"AL00508","2009","Baldwin, AL","171","9"
"AL00508","2011","Baldwin, AL","171","10"
"AL00508","2012","Baldwin, AL","162","10"
"AL00508","2013","Baldwin, AL","152","9"
"AL00508","2015","Baldwin, AL","180","3"
"AL00509","1998","Baldwin, AL","170","5"
"AL00509","2014","Baldwin, AL","152","8"
"AL00510","2014","Baldwin, AL","162","4"
"AL00510","2015","Baldwin, AL","158","3"
"AL00512","1993","Baldwin, AL","168","5"
"AL00512","1995","Baldwin, AL","159","5"
"AL00512","2006","Baldwin, AL","151","10"
"AL00512","2012","Baldwin, AL","180","9"
"AL00600","1977","Barbour, AL","150","10"
"AL00600","1978","Barbour, AL","167","8"
"AL00600","1979","Barbour, AL","166","3"
"AL00600","1980","Barbour, AL","171","7"
"AL00600","1981","Barbour, AL","172","2"
"AL00600","1982","Barbour, AL","164","4"
"AL00600","1983","Barbour, AL","166","3"
"AL00600","1984","Barbour, AL","150","4"
"AL00600","1985","Barbour, AL","151","10"
"AL00600","1987","Barbour, AL","157","10"
"AL00600","1988","Barbour, AL","174","10"
"AL00600","1989","Barbour, AL","169","2"
"AL00600","1990","Barbour, AL","157","10"
"AL00600","1991","Barbour, AL","168","9"
"AL00600","1993","Barbour, AL","179","4"
"AL00600","1999","Barbour, AL","175","2"
"AL00600","2013","Barbour, AL","168","5"
"AL00600","2014","Barbour, AL","163","9"
"AL00600","2015","Barbour, AL","154","9"
"AL00601","1977","Barbour, AL","159","5"
"AL00601","1978","Barbour, AL","178","7"
"AL00601","1979","Barbour, AL","161","8"
"AL00601","1981","Barbour, AL","169","6"
"AL00601","1982","Barbour, AL","165","8"
"AL00601","1983","Barbour, AL","159","9"
"AL00601","1984","Barbour, AL","150","5"
"AL00601","1987","Barbour, AL","162","9"
"AL00601","1988","Barbour, AL","157","7"
"AL00601","1989","Barbour, AL","167","6"
"AL00601","1990","Barbour, AL","160","6"
"AL00601","1991","Barbour, AL","162","8"
"AL00601","1993","Barbour, AL","166","9"
"AL00601","1994","Barbour, AL","171","7"
"AL00601","1995","Barbour, AL","170","8"
"AL00601","1996","Barbour, AL","165","10"
"AL00601","1997","Barbour, AL","157","9"
"AL00601","1998","Barbour, AL","165","7"
"AL00601","1999","Barbour, AL","151","9"
"AL00601","2001","Barbour, AL","167","3"
"AL00601","2002","Barbour, AL","152","4"
"AL00601","2003","Barbour, AL","173","6"
"AL00601","2004","Barbour, AL","155","2"
"AL00601","2010","Barbour, AL","152","8"
"AL00601","2014","Barbour, AL","173","8"
"AL00601","2015","Barbour, AL","174","10"
"AL00601","2016","Barbour, AL","176","5"
"AL00602","1994","Barbour, AL","151","7"
"AL00602","2001","Barbour, AL","169","2"
"AL00603","1998","Barbour, AL","166","4"
"AL00604","1979","Baldwin, AL","175","3"
"AL00607","2001","Barbour, AL","175","4"
"AL00700","1974","Bibb, AL","175","2"
"AL00700","1975","Bibb, AL","176","3"
"AL00700","1976","Bibb, AL","177","9"
"AL00700","1977","Bibb, AL","166","6"
"AL00700","1978","Bibb, AL","166","9"
"AL00700","1979","Bibb, AL","150","7"
"AL00700","2009","Bibb, AL","169","6"
"AL00701","2014","Bibb, AL","167","9"
"AL00702","2012","Bibb, AL","180","8"
"AL00702","2015","Bibb, AL","178","7"
"AL00704","2014","Bibb, AL","167","4"
"AL00800","1970","Blount, AL","152","2"
"AL00800","1971","Blount, AL","156","9"
"AL00800","1972","Blount, AL","151","2"
"AL00800","1973","Blount, AL","156","10"
"AL00800","1974","Blount, AL","171","9"
"AL00800","1975","Blount, AL","150","5"
"AL00800","1976","Blount, AL","154","3"
"AL00800","1977","Blount, AL","169","4"
"AL00800","1978","Blount, AL","178","3"
"AL00800","1979","Blount, AL","160","2"
"AL00800","1980","Blount, AL","151","8"
"AL00800","1981","Blount, AL","152","4"
"AL00800","1985","Blount, AL","180","3"
"AL00800","1986","Blount, AL","164","6"
"AL00800","1988","Blount, AL","171","7"
"AL00800","1989","Blount, AL","177","8"
"AL00800","1993","Blount, AL","156","2"
"AL00800","1994","Blount, AL","156","3"
"AL00800","1996","Blount, AL","172","9"
"AL00800","1997","Blount, AL","172","9"
"AL00800","2000","Blount, AL","175","3"
"AL00800","2003","Blount, AL","153","3"
"AL00800","2004","Blount, AL","174","4"
"AL00800","2011","Blount, AL","180","6"
"AL00800","2012","Blount, AL","162","3"
"AL00800","2015","Blount, AL","158","8"
"AL00800","2016","Blount, AL","178","7"
"AL00800","2017","Blount, AL","179","9"
"AL00801","1976","Blount, AL","172","8"
"AL00801","1984","Blount, AL","174","2"
"AL00801","1990","Blount, AL","155","7"
"AL00801","2007","Blount, AL","151","3"
"AL00802","1986","Blount, AL","176","3"
"AL00802","1996","Blount, AL","161","4"
"AL00802","2015","Blount, AL","158","10"
"AL00804","1985","Blount, AL","163","5"
"AL00900","1976","Bullock, AL","167","2"
"AL00900","1977","Bullock, AL","167","7"
"AL00900","1978","Bullock, AL","169","10"
"AL00900","1979","Bullock, AL","173","9"
"AL00900","1980","Bullock, AL","170","5"
"AL00900","2009","Bullock, AL","154","3"
"AL00901","1978","Bullock, AL","166","3"
"AL00901","1984","Bullock, AL","163","7"
"AL00901","1990","Bullock, AL","156","3"
"AL00901","1991","Bullock, AL","162","9"
"AL00901","1992","Bullock, AL","179","3"
"AL00901","1993","Bullock, AL","180","6"
"AL00901","1994","Bullock, AL","174","3"
"AL00901","1997","Bullock, AL","169","8"
"AL00901","1998","Bullock, AL","178","6"
"AL00901","1999","Bullock, AL","155","3"
"AL00901","2001","Bullock, AL","172","4"
"AL00901","2009","Bullock, AL","153","10"
"AL00901","2013","Bullock, AL","153","9"
"AL00901","2015","Bullock, AL","151","7"
"AL00901","2016","Bullock, AL","180","8"
"AL01000","1965","Butler, AL","172","6"
"AL01000","1966","Butler, AL","177","3"
"AL01000","1976","Butler, AL","162","7"
"AL01000","1977","Butler, AL","162","4"
"AL01000","1979","Butler, AL","177","4"
"AL01000","1980","Butler, AL","163","7"
"AL01000","1981","Butler, AL","172","3"
"AL01000","1982","Butler, AL","158","2"
"AL01000","1983","Butler, AL","154","7"
"AL01000","1984","Butler, AL","172","4"
"AL01000","1985","Butler, AL","160","7"
"AL01000","1988","Butler, AL","162","7"
"AL01000","1989","Butler, AL","175","6"
"AL01000","1990","Butler, AL","167","8"
"AL01000","1998","Butler, AL","177","9"
"AL01000","2002","Butler, AL","162","5"
"AL01000","2010","Butler, AL","177","9"
"AL01000","2011","Butler, AL","180","4"
"AL01000","2012","Butler, AL","159","9"
"AL01000","2013","Butler, AL","162","3"
"AL01000","2014","Butler, AL","176","5"
"AL01000","2015","Butler, AL","178","4"
"AL01000","2016","Butler, AL","156","3"
"AL01000","2017","Butler, AL","155","2"
"AL01001","1973","Butler, AL","162","8"
"AL01001","1977","Butler, AL","162","5"
"AL01001","1978","Butler, AL","170","6"
"AL01001","1979","Butler, AL","164","8"
"AL01001","1980","Butler, AL","174","4"
"AL01001","1981","Butler, AL","156","8"
"AL01001","1982","Butler, AL","177","9"
"AL01001","1983","Butler, AL","153","6"
"AL01001","1984","Butler, AL","176","10"
"AL01001","1985","Butler, AL","175","6"
"AL01001","1986","Butler, AL","159","4"
"AL01001","1987","Butler, AL","157","6"
"AL01001","1988","Butler, AL","154","5"
"AL01001","1989","Butler, AL","166","6"
"AL01001","1990","Butler, AL","153","8"
"AL01001","1991","Butler, AL","166","3"
"AL01001","1992","Butler, AL","163","9"
"AL01001","1993","Butler, AL","168","7"
"AL01001","1994","Butler, AL","158","9"
"AL01001","1995","Butler, AL","179","3"
"AL01001","1996","Butler, AL","151","8"
"AL01001","1998","Butler, AL","166","4"
"AL01001","1999","Butler, AL","179","7"
"AL01001","2003","Butler, AL","171","7"
"AL01001","2005","Butler, AL","158","8"
"AL01001","2007","Butler, AL","178","8"
"AL01001","2008","Butler, AL","163","5"
"AL01001","2012","Butler, AL","172","7"
"AL01001","2014","Butler, AL","172","5"
"AL01001","2015","Butler, AL","161","8"
"AL01001","2016","Butler, AL","172","4"
"AL01001","2017","Butler, AL","163","6"
"AL01002","1981","Butler, AL","166","8"
"AL01002","1997","Butler, AL","179","4"
"AL01002","1999","Butler, AL","167","6"
"AL01002","2001","Butler, AL","178","10"
"AL01002","2012","Butler, AL","172","8"
"AL01003","2004","Butler, AL","167","6"
"AL01100","1965","Calhoun, AL","154","4"
"AL01100","1966","Calhoun, AL","156","10"
"AL01100","1967","Calhoun, AL","180","6"
"AL01100","1968","Calhoun, AL","165","3"
"AL01100","1969","Calhoun, AL","175","2"
"AL01100","1970","Calhoun, AL","168","7"
"AL01100","1971","Calhoun, AL","169","6"
"AL01100","1972","Calhoun, AL","155","9"
"AL01100","1973","Calhoun, AL","162","3"
"AL01100","1974","Calhoun, AL","160","8"
"AL01100","1975","Calhoun, AL","160","7"
"AL01100","1977","Calhoun, AL","157","9"
"AL01100","1978","Calhoun, AL","166","8"
"AL01100","1979","Calhoun, AL","176","8"
"AL01100","1980","Calhoun, AL","173","4"
"AL01100","1981","Calhoun, AL","176","9"
"AL01100","1985","Calhoun, AL","177","7"
"AL01100","1986","Calhoun, AL","150","7"
"AL01100","1987","Calhoun, AL","169","10"
"AL01100","1990","Calhoun, AL","154","5"
"AL01100","1993","Calhoun, AL","161","4"
"AL01100","1994","Calhoun, AL","159","6"
"AL01100","1995","Calhoun, AL","158","6"
"AL01100","1996","Calhoun, AL","157","4"
"AL01100","1997","Calhoun, AL","172","6"
"AL01100","1998","Calhoun, AL","153","8"
"AL01100","1999","Calhoun, AL","167","3"
"AL01100","2000","Calhoun, AL","173","3"
"AL01100","2001","Calhoun, AL","174","10"
"AL01100","2002","Calhoun, AL","175","4"
"AL01100","2003","Calhoun, AL","178","2"
"AL01101","1965","Calhoun, AL","164","8"
"AL01101","1966","Calhoun, AL","165","9"
"AL01101","1967","Calhoun, AL","175","7"
"AL01101","1968","Calhoun, AL","161","3"
"AL01101","1969","Calhoun, AL","167","5"
"AL01101","1970","Calhoun, AL","175","4"
"AL01101","1971","Calhoun, AL","154","10"
"AL01101","1972","Calhoun, AL","163","4"
"AL01101","1973","Calhoun, AL","160","2"
"AL01101","1974","Calhoun, AL","155","2"
"AL01101","1975","Calhoun, AL","151","4"
"AL01101","1976","Calhoun, AL","157","10"
"AL01101","1977","Calhoun, AL","159","2"
"AL01101","1978","Calhoun, AL","179","8"
"AL01101","1979","Calhoun, AL","177","10"
"AL01101","1980","Calhoun, AL","175","10"
"AL01101","1981","Calhoun, AL","159","3"
"AL01101","1982","Calhoun, AL","174","5"
"AL01101","1983","Calhoun, AL","155","10"
"AL01101","1984","Calhoun, AL","175","7"
"AL01101","1985","Calhoun, AL","162","2"
"AL01101","1986","Calhoun, AL","161","5"
"AL01101","1987","Calhoun, AL","154","6"
"AL01101","1988","Calhoun, AL","176","8"
"AL01101","1989","Calhoun, AL","165","4"
"AL01101","1990","Calhoun, AL","167","9"
"AL01101","1991","Calhoun, AL","166","4"
"AL01101","1992","Calhoun, AL","155","2"
"AL01101","1993","Calhoun, AL","170","3"
"AL01101","1994","Calhoun, AL","176","3"
"AL01101","1995","Calhoun, AL","153","2"
"AL01101","1996","Calhoun, AL","151","5"
"AL01101","1997","Calhoun, AL","176","4"
"AL01101","1998","Calhoun, AL","152","7"
"AL01101","1999","Calhoun, AL","150","4"
"AL01101","2000","Calhoun, AL","180","8"
"AL01101","2001","Calhoun, AL","165","7"
"AL01101","2002","Calhoun, AL","158","7"
"AL01101","2003","Calhoun, AL","154","3"
"AL01101","2004","Calhoun, AL","175","7"
"AL01101","2005","Calhoun, AL","177","2"
"AL01101","2006","Calhoun, AL","164","3"
"AL01101","2007","Calhoun, AL","180","9"
"AL01101","2008","Calhoun, AL","151","10"
"AL01101","2009","Calhoun, AL","162","8"
"AL01101","2010","Calhoun, AL","158","9"
"AL01101","2011","Calhoun, AL","151","2"
"AL01101","2012","Calhoun, AL","150","4"
"AL01101","2013","Calhoun, AL","158","9"
"AL01101","2014","Calhoun, AL","178","5"
"AL01101","2015","Calhoun, AL","165","9"
"AL01101","2016","Calhoun, AL","162","3"
"AL01101","2017","Calhoun, AL","173","8"
"AL01102","1977","Calhoun, AL","178","3"
"AL01102","1981","Calhoun, AL","180","5"
"AL01102","1983","Calhoun, AL","166","7"
"AL01102","1984","Calhoun, AL","177","9"
"AL01102","1985","Calhoun, AL","161","7"
"AL01102","1986","Calhoun, AL","180","7"
"AL01102","1987","Calhoun, AL","162","9"
"AL01102","1992","Calhoun, AL","172","8"
"AL01102","1996","Calhoun, AL","161","10"
"AL01102","2006","Calhoun, AL","150","3"
"AL01102","2010","Calhoun, AL","163","4"
"AL01102","2014","Calhoun, AL","156","10"
"AL01102","2015","Calhoun, AL","173","10"
"AL01102","2017","Calhoun, AL","158","4"
"AL01103","1975","Calhoun, AL","155","10"
"AL01103","1976","Calhoun, AL","171","9"
"AL01103","1979","Calhoun, AL","159","2"
"AL01103","1986","Calhoun, AL","164","4"
"AL01103","1987","Calhoun, AL","151","8"
"AL01103","1988","Calhoun, AL","176","7"
"AL01103","1993","Calhoun, AL","174","10"
"AL01103","1994","Calhoun, AL","175","7"
"AL01103","1995","Calhoun, AL","178","6"
"AL01103","1996","Calhoun, AL","152","4"
"AL01103","2016","Calhoun, AL","177","4"
"AL01104","1987","Calhoun, AL","154","7"
"AL01104","1990","Calhoun, AL","156","8"
"AL01104","1991","Calhoun, AL","167","8"
"AL01104","1992","Calhoun, AL","178","8"
"AL01104","1998","Calhoun, AL","163","4"
"AL01104","2000","Calhoun, AL","167","3"
"AL01104","2013","Calhoun, AL","168","6"
"AL01105","1965","Calhoun, AL","157","10"
"AL01105","1978","Calhoun, AL","172","7"
"AL01105","1979","Calhoun, AL","158","4"
"AL01105","1980","Calhoun, AL","173","3"
"AL01105","1981","Calhoun, AL","170","9"
"AL01105","1982","Calhoun, AL","166","3"
"AL01105","1984","Calhoun, AL","160","3"
"AL01105","1986","Calhoun, AL","154","3"
"AL01105","1993","Calhoun, AL","151","7"
"AL01105","1998","Calhoun, AL","155","7"
"AL01105","2001","Calhoun, AL","172","10"
"AL01105","2003","Calhoun, AL","157","10"
"AL01105","2004","Calhoun, AL","152","4"
"AL01105","2007","Calhoun, AL","161","3"
"AL01105","2008","Calhoun, AL","167","7"
"AL01105","2010","Calhoun, AL","179","7"
"AL01105","2011","Calhoun, AL","164","7"
"AL01105","2012","Calhoun, AL","160","3"
"AL01105","2013","Calhoun, AL","179","5"
"AL01105","2014","Calhoun, AL","159","8"
"AL01105","2015","Calhoun, AL","165","8"
"AL01105","2017","Calhoun, AL","171","5"
"AL01106","1976","Calhoun, AL","160","8"
"AL01106","1977","Calhoun, AL","176","3"
"AL01106","2002","Calhoun, AL","157","7"
"AL01107","2006","Calhoun, AL","165","8"
"AL01107","2009","Calhoun, AL","174","7"
"AL01108","1985","Calhoun, AL","178","10"
"AL01108","1991","Calhoun, AL","152","10"
"AL01200","1967","Chambers, AL","172","6"
"AL01200","1968","Chambers, AL","170","10"
"AL01200","1969","Chambers, AL","161","5"
"AL01200","1970","Chambers, AL","162","6"
"AL01200","1971","Chambers, AL","158","6"
"AL01200","1972","Chambers, AL","155","6"
"AL01200","1973","Chambers, AL","162","4"
"AL01200","1974","Chambers, AL","172","7"
"AL01200","1975","Chambers, AL","175","9"
"AL01200","1976","Chambers, AL","159","4"
"AL01200","1977","Chambers, AL","160","6"
"AL01200","1978","Chambers, AL","162","6"
"AL01200","1979","Chambers, AL","159","8"
"AL01200","1980","Chambers, AL","157","6"
"AL01200","1981","Chambers, AL","180","3"
"AL01200","1982","Chambers, AL","151","7"
"AL01200","1983","Chambers, AL","152","8"
"AL01200","1984","Chambers, AL","162","3"
"AL01200","1985","Chambers, AL","165","6"
"AL01200","1986","Chambers, AL","173","5"
"AL01200","1987","Chambers, AL","169","4"
"AL01200","1988","Chambers, AL","178","8"
"AL01200","1989","Chambers, AL","161","5"
"AL01200","1991","Chambers, AL","156","10"
"AL01200","1992","Chambers, AL","174","5"
"AL01200","1993","Chambers, AL","171","8"
"AL01200","1994","Chambers, AL","164","4"
"AL01200","1995","Chambers, AL","166","2"
"AL01200","2000","Chambers, AL","156","4"
"AL01200","2002","Chambers, AL","166","4"
"AL01200","2006","Chambers, AL","164","5"
"AL01201","1965","Chambers, AL","151","8"
"AL01201","1971","Chambers, AL","171","7"
"AL01201","1973","Chambers, AL","152","3"
"AL01201","1974","Chambers, AL","167","10"
"AL01201","1975","Chambers, AL","169","6"
"AL01201","1976","Chambers, AL","160","5"
"AL01201","1980","Chambers, AL","168","10"
"AL01201","1983","Chambers, AL","163","2"
"AL01201","1984","Chambers, AL","166","8"
"AL01201","1987","Chambers, AL","155","3"
"AL01201","1988","Chambers, AL","165","5"
"AL01201","1994","Chambers, AL","163","3"
"AL01201","1995","Chambers, AL","178","9"
"AL01201","1996","Chambers, AL","165","3"
"AL01201","2000","Chambers, AL","179","6"
"AL01201","2005","Chambers, AL","166","8"
"AL01201","2006","Chambers, AL","161","5"
"AL01201","2016","Chambers, AL","161","10"
"AL01202","1975","Chambers, AL","162","2"
"AL01202","1977","Chambers, AL","160","2"
"AL01202","1978","Chambers, AL","152","9"
"AL01202","1979","Chambers, AL","165","9"
"AL01202","1981","Chambers, AL","154","2"
"AL01202","1983","Chambers, AL","164","10"
"AL01202","1987","Chambers, AL","160","9"
"AL01202","1989","Chambers, AL","175","3"
"AL01202","1990","Chambers, AL","160","9"
"AL01202","1992","Chambers, AL","156","4"
"AL01202","1993","Chambers, AL","161","6"
"AL01202","1994","Chambers, AL","180","2"
"AL01202","1995","Chambers, AL","163","2"
"AL01202","1996","Chambers, AL","176","7"
"AL01202","1998","Chambers, AL","174","7"
"AL01202","1999","Chambers, AL","153","4"
"AL01202","2000","Chambers, AL","151","8"
"AL01202","2002","Chambers, AL","168","2"
"AL01202","2008","Chambers, AL","167","5"
"AL01202","2011","Chambers, AL","179","5"
"AL01202","2012","Chambers, AL","176","7"
"AL01202","2013","Chambers, AL","166","8"
"AL01202","2014","Chambers, AL","165","2"
"AL01202","2015","Chambers, AL","180","6"
"AL01202","2017","Chambers, AL","154","10"
"AL01204","1981","Chambers, AL","158","4"
"AL01204","1982","Chambers, AL","177","4"
"AL01204","1983","Chambers, AL","155","2"
"AL01204","1985","Chambers, AL","150","3"
"AL01204","1986","Chambers, AL","156","2"
"AL01204","1987","Chambers, AL","155","5"
"AL01204","1988","Chambers, AL","162","3"
"AL01204","1989","Chambers, AL","160","2"
"AL01204","1994","Chambers, AL","151","4"
"AL01204","1999","Chambers, AL","153","2"
"AL01204","2008","Chambers, AL","152","10"
"AL01204","2013","Chambers, AL","153","6"
"AL01204","2015","Chambers, AL","165","8"
"AL01300","1974","Cherokee, AL","177","10"
"AL01300","1975","Cherokee, AL","165","8"
"AL01300","1976","Cherokee, AL","176","7"
"AL01300","1978","Cherokee, AL","154","2"
"AL01300","1986","Cherokee, AL","161","8"
"AL01300","1987","Cherokee, AL","151","7"
"AL01300","1988","Cherokee, AL","174","7"
"AL01300","1989","Cherokee, AL","177","6"
"AL01300","2010","Cherokee, AL","154","8"
"AL01300","2011","Cherokee, AL","176","7"
"AL01300","2013","Cherokee, AL","174","5"
"AL01300","2014","Cherokee, AL","153","6"
"AL01300","2015","Cherokee, AL","174","7"
"AL01300","2016","Cherokee, AL","171","9"
"AL01300","2017","Cherokee, AL","165","9"
"AL01301","1993","Cherokee, AL","180","2"
"AL01301","2001","Cherokee, AL","161","9"
"AL01301","2012","Cherokee, AL","177","7"
"AL01302","1974","Cherokee, AL","161","8"
"AL01302","1978","Cherokee, AL","150","3"
"AL01302","2011","Cherokee, AL","163","7"
"AL01302","2016","Cherokee, AL","161","2"
"AL01303","2014","Cherokee, AL","170","3"
"AL01303","2016","Cherokee, AL","158","6"
"AL01400","1967","Chilton, AL","162","6"
"AL01400","1968","Chilton, AL","171","4"
"AL01400","1975","Chilton, AL","180","9"
"AL01400","1976","Chilton, AL","158","10"
"AL01400","1977","Chilton, AL","177","6"
"AL01400","1979","Chilton, AL","180","8"
"AL01400","1980","Chilton, AL","161","9"
"AL01400","1982","Chilton, AL","164","10"
"AL01400","1983","Chilton, AL","162","3"
"AL01400","1984","Chilton, AL","156","9"
"AL01400","1987","Chilton, AL","171","8"
"AL01400","1991","Chilton, AL","177","4"
"AL01400","1992","Chilton, AL","161","6"
"AL01400","1993","Chilton, AL","152","5"
"AL01400","1997","Chilton, AL","173","2"
"AL01400","1998","Chilton, AL","159","8"
"AL01400","1999","Chilton, AL","158","9"
"AL01400","2003","Chilton, AL","171","9"
"AL01400","2004","Chilton, AL","151","9"
"AL01400","2007","Chilton, AL","164","5"
"AL01400","2011","Chilton, AL","163","6"
"AL01400","2013","Chilton, AL","169","5"
"AL01400","2017","Chilton, AL","162","6"
"AL01401","1976","Chilton, AL","178","6"
"AL01401","1978","Chilton, AL","159","10"
"AL01401","1981","Chilton, AL","179","5"
"AL01401","1982","Chilton, AL","158","9"
"AL01401","1986","Chilton, AL","162","4"
"AL01401","1989","Chilton, AL","162","3"
"AL01401","1991","Chilton, AL","169","7"
"AL01401","1992","Chilton, AL","173","3"
"AL01401","1993","Chilton, AL","158","7"
"AL01401","1994","Chilton, AL","179","3"
"AL01401","1998","Chilton, AL","162","9"
"AL01401","2001","Chilton, AL","150","7"
"AL01401","2006","Chilton, AL","158","7"
"AL01401","2007","Chilton, AL","176","3"
"AL01401","2014","Chilton, AL","163","7"
"AL01401","2015","Chilton, AL","169","2"
"AL01402","1981","Chilton, AL","179","8"
"AL01403","1977","Chilton, AL","171","6"
"AL01403","1985","Chilton, AL","180","4"
"AL01403","2013","Chilton, AL","152","4"
"AL01403","2017","Chilton, AL","180","10"
"AL01404","1998","Chilton, AL","175","2"
"AL01404","1999","Chilton, AL","163","5"
"AL01500","1968","Choctaw, AL","155","9"
"AL01500","1969","Choctaw, AL","157","4"
"AL01500","1975","Choctaw, AL","170","4"
"AL01500","1976","Choctaw, AL","164","3"
"AL01500","1977","Choctaw, AL","174","5"
"AL01500","1978","Choctaw, AL","177","6"
"AL01500","1979","Choctaw, AL","171","10"
"AL01500","1980","Choctaw, AL","180","7"
"AL01500","1981","Choctaw, AL","179","9"
"AL01500","1982","Choctaw, AL","160","7"
"AL01500","1983","Choctaw, AL","151","8"
"AL01500","1984","Choctaw, AL","156","8"
"AL01500","1985","Choctaw, AL","165","9"
"AL01500","1987","Choctaw, AL","160","9"
"AL01500","1989","Choctaw, AL","153","3"
"AL01500","1993","Choctaw, AL","165","3"
"AL01500","2011","Choctaw, AL","151","4"
